,pred_array_c1,true_array_c1,prop_var_c1,pred_array_c2,true_array_c2,prop_var_c2,pred_array_c3,true_array_c3,prop_var_c3
0,0.04156516196206212,1.0,0.004181632138598104,0.12634534258395433,0.0,0.005970635559605255,0.8320894992351532,0.0,0.007318962004106071
1,0.9993645310401916,1.0,0.004275583846872095,0.00010058036013106175,0.0,0.004646510768452309,0.0005348918066738406,0.0,0.005157606419733455
2,0.8969209271669388,1.0,0.0065638229339537914,0.10283570723608136,0.0,0.00692867080612351,0.000243365470032586,0.0,0.005050828085237565
3,0.015802252027206122,0.0,0.004040150632751127,0.8312076562643052,1.0,0.006673362645950212,0.1529900936037302,0.0,0.006726888949972043
4,1.0878208250741928e-07,0.0,0.005884879455015143,0.9994999843835831,1.0,0.006457324164351636,0.0004999048609533929,0.0,0.00708852785303402
5,0.9999241632223129,1.0,0.008456625482568118,2.6666265738413132e-05,0.0,0.009172806752407047,4.916208219583496e-05,0.0,0.010091351774022194
6,0.00011063970755458286,0.0,0.0040191742442027105,0.9997841590642929,1.0,0.004349849401476738,0.00010519448310333245,0.0,0.0048485125480740455
7,0.9999505931138992,1.0,0.00470082878880384,4.796518637704139e-05,0.0,0.005114476371302239,1.4317354922610547e-06,0.0,0.005674659061814596
8,0.0010840170639858115,0.0,0.008717750641918478,0.9425158905982971,1.0,0.010322261038587532,0.05640009327791631,0.0,0.011150168546903406
9,4.1447429526830784e-08,0.0,0.006248586685407228,0.9992653673887253,0.0,0.006823371936171448,0.0007345885028917109,1.0,0.007488944095020085
10,0.8021523702144623,1.0,0.007572804562242167,0.1641241953521967,0.0,0.007206933449541586,0.033723436994478106,0.0,0.005076003402687419
11,0.9970726430416107,1.0,0.008881387443405194,0.0006662099711684278,0.0,0.009729087226712615,0.0022611405071802436,0.0,0.010515788647556265
12,0.5787012532353402,1.0,0.019721345873351573,0.04055645034648478,0.0,0.009644618130217025,0.3807423001527786,0.0,0.020411013591829952
13,4.315269329254079e-05,0.0,0.008523315101442447,0.6352906446158886,1.0,0.02807810155598926,0.3646662013977766,0.0,0.028939556975093574
14,0.16675618775188922,0.0,0.008050572111568986,0.3302059744298458,0.0,0.013026749244921549,0.5030378296971321,1.0,0.016379382012983404
15,0.006137922442285344,0.0,0.008804531254151638,0.9394179236888885,1.0,0.010462960584523642,0.05444415636360645,0.0,0.011244996796740462
16,0.9775805222988129,0.0,0.009604964997420935,0.01915141354780644,0.0,0.010379799173744162,0.0032680677331518382,1.0,0.011297657741316022
17,2.41276805149937e-05,0.0,0.0050758722059139035,0.00015933387470795424,0.0,0.00551002103595501,0.9998165345191956,1.0,0.006043358877828234
18,9.272340426136339e-07,0.0,0.009038600256006874,0.020809033622499556,0.0,0.010165174276528978,0.9791900390386581,1.0,0.011114167124646123
19,0.37786227494478225,0.0,0.016820040016214878,0.006137390113435686,0.0,0.006367459925636615,0.6160003292560577,1.0,0.018195517906597795
20,0.00015797245306202966,0.0,0.008594137796285912,0.9018085360527038,1.0,0.01354263189196793,0.09803349054418505,0.0,0.014429093589951071
21,0.001623423554119654,0.0,0.008544322931583496,0.006459725772729143,1.0,0.009175775411877366,0.991916851401329,0.0,0.010052043268312749
22,0.007387780975550413,0.0,0.0034899533185712133,0.15136387720704078,0.0,0.00636124227992199,0.8412483352422714,1.0,0.00701866635692564
23,0.00024354318271434749,0.0,0.0037673057171032837,0.004706396327819675,0.0,0.004142718323364426,0.9950500667095185,1.0,0.004602317778059337
24,0.2675686377286911,0.0,0.009576265111746252,0.5636814033985138,1.0,0.011848058360947603,0.1687499587982893,0.0,0.009014454913799846
25,6.427415389964608e-06,0.0,0.008691583651398674,0.14025320529937743,1.0,0.016974266184813413,0.8597403693199158,0.0,0.01788596465986908
26,3.900156578310998e-05,0.0,0.008707822614300895,0.020998926691245288,0.0,0.01000777002329778,0.978962070941925,1.0,0.010858261514428966
27,0.2453351527452469,1.0,0.012594226332572202,0.0031174619239754974,0.0,0.0044891832179907235,0.751547389626503,0.0,0.013664817630575848
28,0.848195760846138,0.0,0.006841341012023995,0.02129250606521964,0.0,0.004673481188537353,0.13051172830164431,1.0,0.007590724380545411
29,0.9992374539375305,1.0,0.0034210062228914495,0.0004725148138095392,0.0,0.003751324840252596,0.00029003259682212955,0.0,0.0041771127208242685
