,pred_array_c1,true_array_c1,prop_var_c1,pred_array_c2,true_array_c2,prop_var_c2,pred_array_c3,true_array_c3,prop_var_c3,pred_array_c4,true_array_c4,prop_var_c4,pred_array_c5,true_array_c5,prop_var_c5,pred_array_c6,true_array_c6,prop_var_c6,pred_array_c7,true_array_c7,prop_var_c7,pred_array_c8,true_array_c8,prop_var_c8,pred_array_c9,true_array_c9,prop_var_c9,pred_array_c10,true_array_c10,prop_var_c10
0,0.8363295172154903,1.0,0.02310319781817375,0.009481979652191512,0.0,0.00011912462443307893,0.057227718448266386,0.0,0.002602348816695493,0.0024788112827809528,0.0,8.02196425446065e-06,0.09016564813442528,0.0,0.017164750818031663,0.0012409376375580904,0.0,7.979233134342055e-06,0.0014131795143475757,0.0,3.5760627289905502e-06,0.0004164317410140939,0.0,2.5924306775709286e-07,0.0010620293269312242,0.0,2.1334566108355382e-06,0.00018374812605543412,0.0,5.4017840041575484e-08
1,0.0005420758096079225,0.0,1.3305459639406953e-06,0.8746029186248779,1.0,0.013866760483646821,9.158031592278349e-05,0.0,3.5814046822408674e-08,1.7544642629374608e-06,0.0,1.442866941623721e-11,0.10352031470043585,0.0,0.012362942097615277,2.347045923073665e-05,0.0,3.4610800401074553e-09,0.0017052423750283196,0.0,7.479825211758676e-06,2.2344591844074558e-05,0.0,5.118103299485646e-09,0.01948728831601329,0.0,0.0019503830851916343,3.0201801171259035e-06,0.0,6.480137351024955e-11
2,0.5508986279368401,1.0,0.028507297507053497,0.0017617670603067381,0.0,1.4077665775001872e-05,0.35350643254816533,0.0,0.02190722603225236,0.07033188102766871,0.0,0.0064350843613168885,0.010150145949155557,0.0,0.0004300517152471988,0.00874867932900088,0.0,0.0001203838488315842,0.0009371081737845088,0.0,3.1937423141861664e-06,0.0026420333358692007,0.0,9.458919075423987e-06,0.0007023647800087928,0.0,1.7683188025801192e-06,0.00032095852809106874,0.0,1.951065277540233e-07
3,1.1167036460335566e-05,0.0,5.156946187835045e-10,0.012054402377107181,0.0,0.0004463687353231041,0.00017424281041030553,0.0,1.164362795555159e-07,0.00537648808240192,0.0,5.06647060033271e-05,0.009237502686446533,0.0,0.0003107519802890162,0.0004699394317549377,0.0,1.521853576589938e-06,0.015453559190500527,0.0,0.00016800371136437147,0.0020469471385513318,0.0,3.477653313562432e-05,0.9550496917963028,1.0,0.0015397721423370183,0.00012607554038368107,0.0,3.1689171528129256e-08
4,0.00020986869305033906,0.0,2.9214989754678145e-07,0.09800782698206603,0.0,0.0066017195740068505,8.212764545987738e-05,0.0,3.117147554554216e-08,0.0004931266966741532,0.0,7.91503429269451e-07,0.07015720654278994,0.0,0.005267444244351143,0.0010634287302673329,0.0,1.6655854779746115e-06,0.011275472876150161,0.0,6.390493845550862e-05,0.0002325058429778437,0.0,1.2029381456109047e-07,0.8170582020282745,1.0,0.015426910452331348,0.0014202368754922645,0.0,7.810870559419828e-06
5,0.0012787204938649666,0.0,2.0492453994117455e-06,0.00679876902140677,0.0,0.0001408815514278046,0.006854020065511577,0.0,0.00011844689408438327,0.9076862871646881,1.0,0.0061912564963150975,0.012985121171223,0.0,0.0002699621656122995,0.03461024465737864,0.0,0.0014408392620677058,0.0006737082483596168,0.0,7.771536231709782e-07,0.014690027053002269,0.0,0.00014499998106532982,0.0031265905106556604,0.0,1.4372518032695256e-05,0.01129651359457057,0.0,0.0002699705047625611
6,0.819322913736105,1.0,0.027099762230212324,0.01854081475525163,0.0,0.0019076454954243278,0.15422195211984216,0.0,0.023173643319089207,0.0011274707779921301,0.0,1.637414686897531e-05,0.003519889531380613,0.0,3.782714109362158e-05,0.0020109001226956023,0.0,5.3307460040195225e-05,2.900348862908686e-05,0.0,3.6640819903297986e-09,0.0005464849574809705,0.0,5.6586452318754735e-06,5.4433749184568114e-05,0.0,2.493386478244354e-08,0.0006261418022768339,0.0,1.3883716770601685e-06
7,0.0390231173671782,0.0,0.000573602663736813,0.012767076031304897,0.0,0.00014031278293370232,0.2784310673177242,0.0,0.014171395105129849,0.5687625966966152,1.0,0.0217049755587703,0.010536565029760823,0.0,0.00012854621755098225,0.00666193627519533,0.0,3.347783834713516e-05,0.0065213682258035985,0.0,2.9246422104871134e-05,0.055757248615846036,0.0,0.0018164381272805787,0.006444634146173484,0.0,2.4711244915222445e-05,0.015094392362516373,0.0,0.00014506999342677132
8,0.0024276477229432203,0.0,8.74604732874441e-05,0.14650755984708666,0.0,0.020057754929505348,0.00022626781728376954,0.0,9.72182213219599e-07,0.0001387602141926436,0.0,4.367699079413936e-07,0.8493687978386879,1.0,0.02139272624809472,0.000298910661285845,0.0,4.870567565896878e-07,5.8263987102691314e-05,0.0,1.918032623343033e-08,9.70782223820521e-06,0.0,2.3837029146058946e-09,0.0009181944172996737,0.0,7.36444918685814e-06,4.5904210444120964e-05,0.0,3.152113022327635e-08
9,0.04372946592513472,0.0,0.0032913932759133673,0.012207553534244653,0.0,0.0015672974550769315,0.5462273593060673,1.0,0.06357046888432014,0.03999608644866384,0.0,0.0022444418234974423,0.24317567400634288,0.0,0.052688535977882485,0.07582871910650284,0.0,0.010077273278171222,0.003466017395039671,0.0,5.360468343806118e-05,0.030087741556344555,0.0,0.0012915704107853746,0.005224910234146591,0.0,0.0006417083355705279,5.6478571033267143e-05,0.0,1.0363561648438296e-08
