,pred_array_c1,true_array_c1,prop_var_c1,pred_array_c2,true_array_c2,prop_var_c2,pred_array_c3,true_array_c3,prop_var_c3
0,0.08354758389294148,1.0,0.0006224786517235041,0.052312352210283276,0.0,0.00026397244367669983,0.8641400593519211,0.0,0.0012549097428037651
1,0.9877253264188767,1.0,4.001577974544368e-05,0.010430195541121066,0.0,2.8877213607997313e-05,0.0018444882245967165,0.0,2.0221562853816e-06
2,0.9022195661067962,1.0,0.0008096030952705335,0.09114152435213327,0.0,0.0006778201608292294,0.006638913843780756,0.0,1.6033785665090244e-05
3,0.016825070944614707,0.0,5.114927380703563e-05,0.7853474915027618,1.0,0.0018863122017730306,0.19782743632793426,0.0,0.0016247176430429077
4,0.00015247283070493722,0.0,1.6729994411960634e-08,0.9961350148916245,1.0,9.28721362773608e-06,0.0037125148833729326,0.0,8.719283111961121e-06
5,0.999980452656746,1.0,1.0010114959158045e-09,1.789197106120355e-05,0.0,8.671334335098712e-10,1.6513037942189612e-06,0.0,2.143597702162077e-11
6,0.0029412775329547003,0.0,1.035158139775231e-05,0.996660194993019,1.0,1.2154060718405546e-05,0.000398528739460744,0.0,1.2045204894986766e-07
7,0.9997591054439545,1.0,3.7767300356961184e-08,0.00011161572872879333,0.0,9.335463766715841e-09,0.00012927245268656406,0.0,1.4274799607305048e-08
8,0.003349507157690823,0.0,2.5902272584916914e-06,0.6368956017494202,1.0,0.005603949003847356,0.3597548849880695,0.0,0.005541875437445942
9,1.6385609270486156e-06,0.0,1.220785122034878e-11,0.9723909652233124,0.0,0.0007168133262880344,0.02760739920893684,1.0,0.0007167165407340658
10,0.9757592523097992,1.0,8.185534061756673e-05,0.02109891834668815,0.0,5.9554850817164754e-05,0.003141829755040817,0.0,3.560936979346723e-06
11,0.996816913485527,1.0,5.2593331039968656e-06,0.00010782171111713978,0.0,9.755015550534404e-09,0.0030752622429281473,0.0,5.006473946286045e-06
12,0.9234697830677032,1.0,0.000503721219549574,0.04006239347159862,0.0,0.00018507439721889165,0.036467825369909404,0.0,0.00014460318157259025
13,0.0013381765739177353,0.0,1.0174278203866512e-06,0.77591701567173,1.0,0.0046857299420432,0.22274480909109115,0.0,0.004625152490436999
14,0.0018816894199699162,0.0,1.306477362822604e-06,0.3402238398790359,0.0,0.0075311637415641465,0.6578944727778435,1.0,0.0075753580882961975
15,0.08494930695742368,0.0,0.0003254015059525868,0.14067426204681396,1.0,0.0007197604129048393,0.7743764269351959,0.0,0.0014452918376820052
16,0.2727240316569805,0.0,0.006640718349452627,0.002441678027389571,0.0,3.0852773877978438e-06,0.7248342853784561,1.0,0.006691398902944928
17,0.0003292793215950951,0.0,7.038725475659033e-08,0.003416910187806934,0.0,5.53183368368055e-06,0.9962538129091263,1.0,6.366096885066597e-06
18,7.682182103053492e-05,0.0,9.594333226978363e-09,0.01422278949059546,0.0,9.010442661930568e-05,0.9857003927230835,1.0,9.111789634701494e-05
19,0.07702486801892519,0.0,0.0005451580856477134,0.039260294418781996,0.0,0.00034353770556774154,0.8837148368358612,1.0,0.0012018100040159041
20,0.00010358529954828554,0.0,1.139387697480163e-08,0.8882337245345115,1.0,0.004824408037007115,0.1116626938804984,0.0,0.004818844045218752
21,0.003657124823657796,0.0,3.43028475327021e-06,0.04458400652743876,1.0,0.00030053275006705144,0.9517588651180268,0.0,0.00034566545258462754
22,0.0008141292793152388,0.0,2.7782790355512e-07,0.030297426264733075,0.0,0.0002443232519670552,0.968888441324234,1.0,0.0002553527738732853
23,3.5765180715685573e-06,0.0,1.7764632535427274e-11,0.002630591729830485,0.0,9.81789635384702e-06,0.9973658299446106,1.0,9.83392949471238e-06
24,0.7814384126663207,0.0,0.0012665423435020474,0.1570279650390148,1.0,0.0007980277851911627,0.061533623486757276,0.0,0.000196634460999251
25,0.00017690645059701638,0.0,2.1719991956516326e-08,0.7931504124402999,1.0,0.008032654544795811,0.20667268596589566,0.0,0.008022129794749814
26,0.0005290797400812153,0.0,1.5373257605724184e-07,0.04779556158930063,0.0,0.0005903374199009788,0.9516753590106964,1.0,0.0006022921381072038
27,0.32940775498747826,1.0,0.0073946667127866295,0.0037879589921794832,0.0,2.9725665250765986e-06,0.6668042933940888,0.0,0.007492157237650917
28,0.2574339613318443,0.0,0.0013197647896535014,0.19268938831984997,0.0,0.0019618546035443576,0.5498766478896141,1.0,0.0035825001971167775
29,0.9997603535652161,1.0,5.315107124204132e-08,0.0001985742112628941,0.0,3.783485621212168e-08,4.106375301034859e-05,0.0,2.782333213597837e-09
