,pred_array_c1,true_array_c1,prop_var_c1,pred_array_c2,true_array_c2,prop_var_c2,pred_array_c3,true_array_c3,prop_var_c3,pred_array_c4,true_array_c4,prop_var_c4,pred_array_c5,true_array_c5,prop_var_c5,pred_array_c6,true_array_c6,prop_var_c6,pred_array_c7,true_array_c7,prop_var_c7,pred_array_c8,true_array_c8,prop_var_c8,pred_array_c9,true_array_c9,prop_var_c9,pred_array_c10,true_array_c10,prop_var_c10
0,0.8603569409251213,1.0,0.03963284608936399,0.006263645881554112,0.0,0.017011421936562666,0.03826752157881856,0.0,0.018822126296285695,0.002635454377013957,0.0,0.019187443063048547,0.08725380369927734,0.0,0.03429472099817678,0.003450377516055596,0.0,0.02298696601013649,0.0008138922928628744,0.0,0.015187702719409623,0.00022710630215442507,0.0,0.019410680272821824,0.0006034522615300375,0.0,0.015651218118961207,0.00012780271144038124,0.0,0.02167069857472123
1,0.0010522336558824463,0.0,0.020191572100395627,0.9091440826654434,1.0,0.026490286106796955,8.615506076012025e-05,0.0,0.0190033702924678,1.881724719332567e-06,0.0,0.020383572053401473,0.06076222092844546,0.0,0.02523490589091161,3.3052235478692184e-05,0.0,0.024336892324105956,0.0019354923936043633,0.0,0.016185367192533537,1.492210709749031e-05,0.0,0.02078016922424374,0.026966310928110034,0.0,0.01987026995921002,3.6447966536989896e-06,0.0,0.023198786396535567
2,0.5510103715211153,1.0,0.051797934152556874,0.0014973571448354051,0.0,0.01908503444097757,0.3690235615521669,0.0,0.044428109610656685,0.04416460081585683,0.0,0.02487620535692197,0.019480771914822982,0.0,0.02283709523608797,0.01105576721689431,0.0,0.025989452534758446,0.0007208025392174023,0.0,0.01697549870132464,0.002142214845152921,0.0,0.02194430195451477,0.00047997604995543954,0.0,0.01775077343174447,0.0004245784954764531,0.0,0.02424495105896904
3,4.6205543127939564e-05,0.0,0.018972478694378254,0.009075883330369834,0.0,0.017212774708846332,0.00017354725984660034,0.0,0.017945114203380668,0.0046100207974086515,0.0,0.019081949248649626,0.01759751535602845,0.0,0.019371403884654272,0.0011199094468065595,0.0,0.022992116813127662,0.014812903911806643,0.0,0.015231528883616263,0.000712938799706535,0.0,0.019626440151889864,0.9516520750522613,1.0,0.0175861566257261,0.00019900037971638086,0.0,0.021716413662366808
4,0.0005976300669681223,0.0,0.018675926503966624,0.1389961159415543,0.0,0.025789440899432855,0.00010944532688199615,0.0,0.0176553305707536,0.0007844536058837548,0.0,0.018895211905903053,0.15640928108245133,0.0,0.03479175729133513,0.002410549077758333,0.0,0.022841779965942798,0.00857887592865154,0.0,0.01503165754095958,0.00014890771019963723,0.0,0.019316348175506898,0.6906270657479763,1.0,0.042436217856648514,0.0013376699194486718,0.0,0.02166227501798668
5,0.0043121964918100275,0.0,0.01863881370689444,0.012665062645683066,0.0,0.017047327621650833,0.014394784478936344,0.0,0.01787666845592141,0.8660066905617714,1.0,0.029140705796747393,0.022809753720648588,0.0,0.01905506195767427,0.044453494164627044,0.0,0.024624471320342702,0.0006714994676076457,0.0,0.014792907353072308,0.0193528083502315,0.0,0.01952789542341835,0.0034965175464458298,0.0,0.015520178239290043,0.01183719387743622,0.0,0.021604866006261287
6,0.6365839909948409,1.0,0.07138646450139588,0.015619446186174174,0.0,0.023547018105931097,0.33483642736449837,0.0,0.06800975186569284,0.00124738115719083,0.0,0.024980404877645572,0.007627496431523468,0.0,0.02441405358017117,0.002188533663356793,0.0,0.030042553986868826,4.469987024720012e-05,0.0,0.01970629700905622,0.0010932272578520496,0.0,0.025556758174476394,3.3177867490366e-05,0.0,0.020489739221218838,0.0007256244112886634,0.0,0.02840514342562817
7,0.05131872863508761,0.0,0.05546127070400473,0.008754595840582625,0.0,0.04754908368780279,0.2662421526387334,0.0,0.06326656855336173,0.5119014417380094,1.0,0.07707305339053508,0.009094524763058871,0.0,0.05125244480533903,0.010145445984089747,0.0,0.06457715308857304,0.0125637390720658,0.0,0.041587066706371266,0.0742645962908864,0.0,0.058121997266720155,0.010053525530966,0.0,0.044153818954363794,0.04566124866250902,0.0,0.0607068830974646
8,0.003566848965419922,0.0,0.018978575158245713,0.14861844846047462,0.0,0.0388444147319118,0.00014499600342332997,0.0,0.017804494490989562,0.0001558720179497186,0.0,0.019060273761655144,0.846363171339035,1.0,0.04205100423759649,0.00030166864813509166,0.0,0.022827225326626968,2.9229757451503247e-05,0.0,0.015028872723486651,3.0799931577174532e-06,0.0,0.01944275806333361,0.0007894676169689774,0.0,0.015633730206617607,2.7226128012642902e-05,0.0,0.021959821780236175
9,0.05538454046472907,0.0,0.059899271439351295,0.007246855564153521,0.0,0.047748947548021795,0.48174308877438304,1.0,0.11046846842017595,0.020970063167624176,0.0,0.053851145715925974,0.22997105613350868,0.0,0.09331665830339735,0.15557590236887336,0.0,0.08774760875327109,0.0031392028600384946,0.0,0.04224637937460603,0.04425421586609445,0.0,0.05826986695174366,0.0016712322221928845,0.0,0.044248632417074246,4.3844449410812555e-05,0.0,0.06077863191507659
10,0.2512003461830318,1.0,0.056253032518929214,0.3139323085546494,0.0,0.057422020135473706,0.025189138401765378,0.0,0.0370814256673378,0.050195410419255494,0.0,0.04005400789497997,0.03851992908399552,0.0,0.03762074278079812,0.1581980118714273,0.0,0.05492826724355761,0.03121773209422827,0.0,0.030699165079245125,0.09301136220805346,0.0,0.04605990296861708,0.01654835944995284,0.0,0.03223758993733482,0.0219874026812613,0.0,0.04353370936232644
11,0.0010152107620160678,0.0,0.01779310841388294,0.10635860932990909,0.0,0.03091508024525754,0.005856642707221908,0.0,0.016988718605882875,0.8284435559809208,1.0,0.055010950445385336,0.03847517691378016,0.0,0.02244496691327712,0.003185401513328543,0.0,0.02154119528585277,0.00029659638280008947,0.0,0.014329425783030543,0.0011817057026200929,0.0,0.018406153409928374,0.014767261626402614,0.0,0.016517284851854514,0.00041983265755334286,0.0,0.02055198596402028
12,4.279502956478609e-05,0.0,0.020561564803543233,0.9603725832700729,1.0,0.020356128951348175,4.16706482343443e-05,0.0,0.019588097081401443,1.1448412503511917e-06,0.0,0.020837285283241205,0.0003026949039349347,0.0,0.020393721715583527,1.0465571245188432e-06,0.0,0.02495077072720283,0.005792722207697807,0.0,0.01656906376898882,0.00017975331933484996,0.0,0.021217829976300787,0.033251897701993584,0.0,0.018194485737517807,1.3698810757034608e-05,0.0,0.023425734608151377
13,0.12377325877547264,0.0,0.029005003380229016,0.03088441227795556,0.0,0.02153888643027888,0.009764927983051166,0.0,0.022420070971126846,0.02145039558876306,0.0,0.024111642511701805,0.7481101715564727,1.0,0.03634907149180397,0.0623562653362751,0.0,0.03095103735737671,0.0004955852657440119,0.0,0.018787772965762235,0.0004902727777516702,0.0,0.024744836123066886,0.002110143813188188,0.0,0.019622303439076363,0.0005645669053046731,0.0,0.027305598124802405
